0	0.00046967	0
6.01E-06	0.000469622	0
1.20E-05	0.000469477	0
1.80E-05	0.000469236	0
2.40E-05	0.000468899	0
3.00E-05	0.000468466	0
3.60E-05	0.000467937	0
4.20E-05	0.000467312	0
4.80E-05	0.000466591	0
5.39E-05	0.000465775	0
5.98E-05	0.000464863	0
6.58E-05	0.000463856	0
7.17E-05	0.000462755	0
7.76E-05	0.000461558	0
8.34E-05	0.000460268	0
8.93E-05	0.000458883	0
9.51E-05	0.000457405	0
0.000100922	0.000455834	0
0.000106698	0.00045417	0
0.000112446	0.000452414	0
0.000118166	0.000450566	0
0.000123855	0.000448626	0
0.000129512	0.000446596	0
0.000135136	0.000444475	0
0.000140725	0.000442264	0
0.000146278	0.000439964	0
0.000151794	0.000437575	0
0.00015727	0.000435098	0
0.000162706	0.000432533	0
0.000168101	0.000429882	0
0.000173452	0.000427145	0
0.000178758	0.000424322	0
0.000184019	0.000421414	0
0.000189232	0.000418423	0
0.000194397	0.000415348	0
0.000199512	0.000412191	0
0.000204576	0.000408953	0
0.000209587	0.000405634	0
0.000214544	0.000402235	0
0.000219446	0.000398756	0
0.000224291	0.0003952	0
0.000229079	0.000391567	0
0.000233809	0.000387857	0
0.000238478	0.000384072	0
0.000243086	0.000380212	0
0.000247631	0.000376279	0
0.000252113	0.000372274	0
0.00025653	0.000368198	0
0.000260881	0.000364051	0
0.000265165	0.000359835	0
0.000269449	0.000355619	0
0.0002738	0.000351472	0
0.000278217	0.000347396	0
0.000282699	0.000343391	0
0.000287244	0.000339458	0
0.000291852	0.000335598	0
0.000296521	0.000331813	0
0.000301251	0.000328103	0
0.000306039	0.00032447	0
0.000310884	0.000320914	0
0.000315786	0.000317435	0
0.000320743	0.000314036	0
0.000325754	0.000310717	0
0.000330818	0.000307478	0
0.000335933	0.000304321	0
0.000341098	0.000301247	0
0.000346311	0.000298255	0
0.000351572	0.000295348	0
0.000356878	0.000292525	0
0.000362229	0.000289788	0
0.000367624	0.000287137	0
0.00037306	0.000284572	0
0.000378536	0.000282095	0
0.000384052	0.000279706	0
0.000389605	0.000277406	0
0.000395194	0.000275195	0
0.000400818	0.000273074	0
0.000406475	0.000271044	0
0.000412165	0.000269104	0
0.000417884	0.000267256	0
0.000423632	0.0002655	0
0.000429408	0.000263836	0
0.00043521	0.000262264	0
0.000441036	0.000260786	0
0.000446885	0.000259402	0
0.000452755	0.000258112	0
0.000458646	0.000256915	0
0.000464554	0.000255814	0
0.00047048	0.000254807	0
0.000476421	0.000253895	0
0.000482376	0.000253079	0
0.000488343	0.000252358	0
0.000494321	0.000251733	0
0.000500309	0.000251204	0
0.000506304	0.00025077	0
0.000512305	0.000250433	0
0.000518311	0.000250193	0
0.00052432	0.000250048	0
0.00053033	0.00025	0
0.000531078	0.000250003	0
0.000531827	0.000250012	0
0.000532575	0.000250026	0
0.000533323	0.000250047	0
0.000534071	0.000250073	0
